person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,149039,RENT,6.6,MEDICAL,C,18969,23.88,0,0.13,N,13
30,101450,MORTGAGE,2.4,DEBTCONSOLIDATION,C,19595,18.04,0,0.19,Y,13
66,20589,RENT,2.1,DEBTCONSOLIDATION,C,31710,22.63,0,1.5,N,13
19,121517,RENT,9.2,DEBTCONSOLIDATION,C,6302,5.46,1,0.05,N,2
22,23492,OWN,0.2,DEBTCONSOLIDATION,F,38497,18.39,1,1.5,N,15
61,31058,RENT,18.4,DEBTCONSOLIDATION,B,12341,22.71,0,0.4,Y,22
44,47804,RENT,5.2,HOMEIMPROVEMENT,D,15669,7.79,1,0.33,Y,1
49,37122,OWN,2.8,VENTURE,B,36536,14.38,1,0.98,N,15
38,97904,OWN,4.9,PERSONAL,E,35453,15.93,1,0.36,Y,16
25,115051,OWN,0.7,PERSONAL,E,19421,21.92,0,0.17,Y,11
55,52822,RENT,3.6,PERSONAL,E,7245,12.24,0,0.14,N,29
25,8915,RENT,21.0,PERSONAL,A,31943,15.07,1,1.5,N,30
67,99319,OWN,1.3,PERSONAL,B,15516,23.84,1,0.16,Y,3
20,101448,RENT,6.4,DEBTCONSOLIDATION,A,13719,7.42,0,0.14,N,27
61,35584,OWN,2.9,VENTURE,B,29512,13.23,0,0.83,N,27
20,6528,MORTGAGE,5.3,EDUCATION,B,22581,5.0,0,1.5,N,20
39,6217,RENT,1.1,HOMEIMPROVEMENT,B,801,12.68,1,0.13,N,22
23,11960,RENT,3.2,MEDICAL,D,19049,15.12,1,1.5,Y,21
19,33108,RENT,19.6,PERSONAL,B,35028,15.29,1,1.06,N,14
40,96103,OWN,1.1,DEBTCONSOLIDATION,E,12938,14.14,1,0.13,N,21
61,69663,RENT,5.1,EDUCATION,A,5786,8.57,1,0.08,N,5
19,77687,RENT,4.3,VENTURE,B,35922,16.2,0,0.46,N,17
55,52973,MORTGAGE,4.2,EDUCATION,C,21751,23.17,1,0.41,Y,24
34,42247,RENT,4.8,MEDICAL,C,30966,9.7,1,0.73,N,26
52,41343,RENT,3.5,HOMEIMPROVEMENT,A,38360,15.55,0,0.93,N,2
51,13650,OWN,0.1,PERSONAL,D,7080,17.48,1,0.52,Y,22
40,14582,RENT,11.5,DEBTCONSOLIDATION,C,17515,7.09,1,1.2,N,7
47,28708,OWN,8.8,PERSONAL,E,12883,20.31,1,0.45,N,10
69,25031,OWN,1.0,MEDICAL,E,29463,23.18,0,1.18,N,10
25,41451,RENT,2.7,DEBTCONSOLIDATION,C,16036,16.97,1,0.39,N,20
39,83055,MORTGAGE,7.4,DEBTCONSOLIDATION,E,35342,11.09,0,0.43,N,8
61,14552,RENT,19.6,EDUCATION,D,15656,24.09,0,1.08,N,1
53,27899,MORTGAGE,15.1,PERSONAL,F,4900,11.82,1,0.18,N,16
22,65093,RENT,11.5,VENTURE,E,25844,13.72,1,0.4,N,9
30,63806,RENT,0.9,PERSONAL,D,33073,19.31,1,0.52,N,28
46,45929,RENT,12.3,MEDICAL,B,25280,8.36,1,0.55,N,16
48,44802,RENT,10.5,HOMEIMPROVEMENT,A,1161,5.0,1,0.03,Y,29
64,35541,OWN,2.4,MEDICAL,E,1178,19.24,1,0.03,N,20
33,39215,OWN,2.5,PERSONAL,D,6863,21.45,0,0.18,N,26
59,122586,OWN,3.1,MEDICAL,B,33567,12.22,0,0.27,N,30
47,10837,RENT,5.3,DEBTCONSOLIDATION,B,17141,17.97,1,1.5,N,15
33,33388,RENT,1.5,VENTURE,C,19646,22.21,1,0.59,Y,9
29,16446,OWN,0.1,VENTURE,B,33507,23.18,1,1.5,N,30
34,59823,RENT,0.8,EDUCATION,A,24207,6.67,0,0.4,N,12
33,37896,OWN,2.9,PERSONAL,A,27588,14.11,1,0.73,N,2
29,25628,OWN,1.7,EDUCATION,D,37558,12.34,0,1.47,N,10
25,31644,RENT,7.2,MEDICAL,B,31489,21.42,1,1.0,N,27
37,61334,OWN,0.6,EDUCATION,C,6147,22.81,1,0.1,N,24
20,29341,OWN,12.5,MEDICAL,D,14564,13.44,1,0.5,N,21
33,55142,OWN,11.3,VENTURE,D,39974,19.91,0,0.72,N,23
47,29036,RENT,12.0,VENTURE,A,31695,19.75,0,1.09,N,16
62,100072,RENT,6.7,PERSONAL,A,29479,12.17,1,0.29,N,5
40,98597,RENT,0.6,HOMEIMPROVEMENT,C,24492,19.41,1,0.25,N,13
45,25514,RENT,2.9,VENTURE,D,33788,23.02,1,1.32,Y,22
68,33102,RENT,0.7,PERSONAL,A,6142,19.44,1,0.19,Y,7
57,14367,MORTGAGE,22.0,PERSONAL,B,4384,14.3,0,0.31,N,9
22,70131,OWN,2.0,VENTURE,E,36009,25.0,1,0.51,N,22
37,69402,OWN,4.4,EDUCATION,E,32149,21.58,1,0.46,Y,17
57,32756,RENT,7.6,PERSONAL,B,13981,7.03,1,0.43,N,17
61,60945,MORTGAGE,12.7,PERSONAL,A,36800,14.25,1,0.6,Y,17
18,29469,RENT,7.0,PERSONAL,B,31032,9.97,1,1.05,N,26
47,31670,OWN,5.6,DEBTCONSOLIDATION,A,33918,9.44,1,1.07,N,5
38,67569,MORTGAGE,3.1,VENTURE,A,11536,18.18,0,0.17,N,6
37,17579,OWN,4.6,MEDICAL,B,2658,23.47,0,0.15,Y,6
23,47833,MORTGAGE,0.5,DEBTCONSOLIDATION,C,19535,22.4,1,0.41,N,9
39,20180,OWN,10.8,VENTURE,A,9720,8.52,1,0.48,N,29
35,115004,RENT,3.9,VENTURE,E,10247,18.07,1,0.09,N,10
25,35259,RENT,0.2,EDUCATION,C,25013,24.67,1,0.71,N,17
56,32263,RENT,12.6,MEDICAL,C,17002,23.47,0,0.53,N,3
49,30972,RENT,3.4,PERSONAL,F,6018,25.0,1,0.19,N,20
50,13495,OWN,10.1,EDUCATION,C,6777,13.66,0,0.5,N,9
70,12012,RENT,9.7,PERSONAL,E,10841,25.0,1,0.9,N,1
33,87306,MORTGAGE,8.5,EDUCATION,B,24113,21.42,1,0.28,N,24
29,16747,RENT,0.3,PERSONAL,A,1459,5.0,1,0.09,N,19
55,23579,RENT,1.4,EDUCATION,C,6436,10.32,1,0.27,Y,14
69,34284,MORTGAGE,10.4,HOMEIMPROVEMENT,C,29178,22.67,0,0.85,N,8
51,35649,RENT,11.5,EDUCATION,A,13655,9.77,0,0.38,N,18
31,38069,OWN,3.1,HOMEIMPROVEMENT,C,23542,10.57,1,0.62,N,28
53,54952,OWN,2.9,VENTURE,A,19263,7.45,1,0.35,N,6
50,87538,RENT,1.0,MEDICAL,C,12142,12.51,0,0.14,N,2
40,35064,RENT,17.3,EDUCATION,B,20423,8.88,1,0.58,N,7
67,7405,RENT,1.2,DEBTCONSOLIDATION,C,16796,5.07,1,1.5,N,6
62,52009,OWN,1.1,PERSONAL,B,19219,7.45,1,0.37,N,11
19,35705,OWN,5.4,VENTURE,F,9727,25.0,1,0.27,N,23
58,26805,RENT,1.4,VENTURE,B,3544,5.51,0,0.13,N,25
38,22731,OWN,14.0,EDUCATION,F,34554,19.26,0,1.5,Y,30
19,97926,RENT,0.1,EDUCATION,A,10150,11.13,1,0.1,N,28
44,34241,OWN,0.0,EDUCATION,C,10912,20.56,0,0.32,N,10
26,17582,MORTGAGE,3.5,DEBTCONSOLIDATION,B,34898,9.05,0,1.5,N,25
18,48448,MORTGAGE,3.3,HOMEIMPROVEMENT,D,31540,13.19,1,0.65,N,29
28,80559,OWN,0.9,DEBTCONSOLIDATION,D,20911,7.29,1,0.26,N,22
20,14262,RENT,3.4,EDUCATION,D,20000,25.0,1,1.4,N,11
69,86542,MORTGAGE,2.7,EDUCATION,A,38933,15.71,1,0.45,N,8
40,10116,RENT,11.1,PERSONAL,D,15046,12.26,0,1.49,N,26
43,40814,OWN,0.0,DEBTCONSOLIDATION,A,28030,19.75,1,0.69,Y,13
21,62193,RENT,18.7,EDUCATION,A,13524,5.0,1,0.22,N,6
35,19804,MORTGAGE,4.9,EDUCATION,A,29588,9.37,1,1.49,N,10
23,12100,OWN,0.8,DEBTCONSOLIDATION,B,23328,15.27,0,1.5,N,18
52,25370,OWN,0.2,MEDICAL,D,38843,17.11,1,1.5,N,15
39,90133,RENT,3.9,MEDICAL,A,24277,15.1,1,0.27,N,5
60,50059,OWN,1.3,PERSONAL,A,37467,7.95,1,0.75,N,11
32,10670,OWN,1.8,MEDICAL,C,8912,20.16,1,0.84,N,27
39,115136,OWN,1.4,DEBTCONSOLIDATION,F,33703,19.11,1,0.29,N,21
54,23123,RENT,5.3,MEDICAL,C,23761,7.51,0,1.03,N,27
69,43966,RENT,4.0,EDUCATION,C,542,19.81,0,0.01,Y,28
59,62436,RENT,0.4,PERSONAL,C,17849,23.24,0,0.29,N,4
29,60290,RENT,3.7,EDUCATION,D,29182,14.29,1,0.48,N,25
64,25256,RENT,7.8,MEDICAL,F,715,22.79,1,0.03,Y,13
66,49031,RENT,0.4,PERSONAL,C,11927,18.76,1,0.24,N,15
59,46567,RENT,11.0,VENTURE,B,21204,20.63,1,0.46,N,28
55,39099,RENT,4.3,MEDICAL,E,30932,12.96,1,0.79,N,2
35,114313,RENT,15.0,HOMEIMPROVEMENT,F,3205,22.4,1,0.03,N,7
62,19757,MORTGAGE,0.8,PERSONAL,A,16562,16.81,1,0.84,N,6
52,15363,RENT,25.2,HOMEIMPROVEMENT,C,20995,8.98,1,1.37,N,19
47,50238,RENT,5.2,MEDICAL,D,30204,16.45,1,0.6,N,15
41,51185,RENT,4.2,EDUCATION,C,31733,14.29,0,0.62,N,23
59,59161,OWN,3.6,DEBTCONSOLIDATION,B,28231,20.79,0,0.48,N,24
47,12791,MORTGAGE,0.1,PERSONAL,C,8622,20.55,1,0.67,N,14
31,53859,RENT,14.0,MEDICAL,B,8749,8.64,1,0.16,N,16
23,5765,RENT,5.2,EDUCATION,B,30156,8.66,0,1.5,Y,20
20,26704,MORTGAGE,0.5,MEDICAL,F,5446,25.0,0,0.2,N,28
33,17129,RENT,0.1,MEDICAL,C,30707,19.79,1,1.5,N,24
24,85779,RENT,0.3,PERSONAL,E,12381,12.58,1,0.14,Y,22
69,15127,RENT,4.7,VENTURE,D,5243,15.22,1,0.35,N,21
31,48431,RENT,4.8,VENTURE,C,18727,21.52,1,0.39,Y,24
26,5362,MORTGAGE,3.5,HOMEIMPROVEMENT,D,9660,8.59,1,1.5,Y,22
32,8427,RENT,1.8,PERSONAL,B,32568,11.48,1,1.5,N,10
38,22141,MORTGAGE,3.8,EDUCATION,C,14021,17.89,1,0.63,N,24
52,10608,MORTGAGE,3.6,VENTURE,C,7792,20.42,1,0.73,N,6
19,34117,OWN,0.1,PERSONAL,C,8129,18.05,0,0.24,N,15
44,31267,RENT,1.7,VENTURE,A,789,9.95,1,0.03,N,4
19,13766,RENT,0.3,PERSONAL,B,28361,23.84,1,1.5,N,2
52,38800,RENT,11.5,EDUCATION,B,16291,5.0,0,0.42,N,19
35,5763,RENT,6.5,HOMEIMPROVEMENT,C,23276,14.9,1,1.5,N,7
31,129054,OWN,27.8,HOMEIMPROVEMENT,F,32746,21.2,0,0.25,N,27
37,79705,RENT,1.8,VENTURE,F,25808,15.8,0,0.32,N,11
35,17821,MORTGAGE,10.5,DEBTCONSOLIDATION,A,20460,13.17,1,1.15,N,22
27,64067,RENT,4.6,VENTURE,B,15950,8.4,0,0.25,N,15
42,44790,OWN,3.0,MEDICAL,A,4282,10.87,0,0.1,N,22
19,45016,MORTGAGE,1.3,DEBTCONSOLIDATION,B,5437,12.63,1,0.12,Y,16
42,13294,RENT,6.7,VENTURE,D,11483,22.46,1,0.86,N,25
50,12816,RENT,11.7,VENTURE,E,30934,25.0,1,1.5,N,5
53,16308,RENT,1.3,EDUCATION,A,10730,6.06,0,0.66,Y,27
48,49227,RENT,1.0,DEBTCONSOLIDATION,B,31386,23.83,0,0.64,N,9
31,22679,RENT,6.0,EDUCATION,A,32494,20.81,1,1.43,N,1
18,14082,RENT,18.9,PERSONAL,B,12210,6.25,1,0.87,N,13
63,74094,RENT,6.9,PERSONAL,D,20942,25.0,1,0.28,N,3
33,13493,MORTGAGE,1.7,PERSONAL,C,32381,16.29,1,1.5,N,5
63,43514,RENT,2.7,EDUCATION,D,19040,24.58,1,0.44,N,23
69,18517,RENT,2.4,HOMEIMPROVEMENT,C,4937,23.91,1,0.27,N,14
20,8654,RENT,9.6,VENTURE,B,4420,21.18,0,0.51,N,5
52,78915,RENT,7.4,PERSONAL,A,15213,10.06,0,0.19,Y,20
58,12094,RENT,4.4,HOMEIMPROVEMENT,A,1627,14.74,1,0.13,N,14
23,82482,MORTGAGE,1.6,MEDICAL,D,9682,16.3,1,0.12,N,21
42,31892,RENT,13.9,MEDICAL,D,20370,14.33,0,0.64,N,1
30,34024,RENT,5.3,EDUCATION,D,37995,12.01,1,1.12,N,11
70,62138,RENT,17.6,DEBTCONSOLIDATION,A,6009,10.83,0,0.1,N,5
51,55045,RENT,4.3,EDUCATION,D,5981,23.12,1,0.11,N,25
25,43167,RENT,8.6,PERSONAL,A,26533,18.88,0,0.61,N,3
38,24869,OWN,8.4,EDUCATION,A,36722,21.16,1,1.48,N,10
51,52129,RENT,2.1,VENTURE,B,24158,9.81,0,0.46,N,22
21,59568,RENT,16.6,VENTURE,B,30987,17.01,1,0.52,N,9
42,7551,OWN,0.1,PERSONAL,D,20141,20.88,1,1.5,N,15
32,33918,RENT,7.3,PERSONAL,C,35510,8.83,1,1.05,N,6
21,5000,RENT,16.8,VENTURE,A,5367,9.34,1,1.5,N,26
62,47715,MORTGAGE,2.1,VENTURE,A,9563,8.85,0,0.2,Y,22
29,12594,RENT,5.2,EDUCATION,B,17011,23.72,0,1.35,N,6
49,49899,OWN,4.1,HOMEIMPROVEMENT,A,39283,21.17,1,0.79,N,23
49,31102,RENT,7.2,DEBTCONSOLIDATION,B,25181,20.44,0,0.81,N,22
45,44703,RENT,10.1,EDUCATION,D,30611,16.46,1,0.68,Y,8
30,96808,RENT,4.6,MEDICAL,A,34674,7.28,0,0.36,N,2
48,15528,RENT,8.5,PERSONAL,D,22484,25.0,0,1.45,N,24
31,31388,RENT,1.9,VENTURE,B,27437,9.36,0,0.87,N,4
37,37633,RENT,1.3,EDUCATION,B,16738,14.44,0,0.44,N,2
35,10722,MORTGAGE,2.8,PERSONAL,B,8682,8.9,1,0.81,N,9
46,63330,OWN,5.7,HOMEIMPROVEMENT,D,33236,25.0,1,0.52,N,30
23,87986,RENT,1.0,HOMEIMPROVEMENT,C,9692,5.84,1,0.11,Y,5
49,39877,OWN,5.7,PERSONAL,A,12123,5.49,1,0.3,N,30
46,103920,MORTGAGE,2.5,PERSONAL,E,13171,24.3,0,0.13,N,19
60,51727,OWN,7.9,EDUCATION,A,5597,5.03,1,0.11,N,28
19,37458,RENT,0.2,VENTURE,E,37380,25.0,0,1.0,N,19
40,65480,MORTGAGE,5.5,HOMEIMPROVEMENT,A,2371,8.43,0,0.04,N,9
36,30858,RENT,5.2,MEDICAL,D,17973,25.0,0,0.58,N,5
48,28757,RENT,14.1,MEDICAL,C,13673,18.25,1,0.48,Y,16
68,50972,RENT,6.2,HOMEIMPROVEMENT,C,30308,17.68,1,0.59,N,26
22,117824,MORTGAGE,8.0,MEDICAL,A,16503,20.31,1,0.14,N,7
36,15184,MORTGAGE,11.7,VENTURE,A,6035,12.27,1,0.4,N,2
51,10354,MORTGAGE,5.6,MEDICAL,D,28208,15.02,1,1.5,N,14
27,43881,RENT,1.7,DEBTCONSOLIDATION,E,37807,13.35,1,0.86,N,22
42,5000,MORTGAGE,10.2,EDUCATION,C,32557,7.89,0,1.5,Y,1
19,24405,RENT,6.9,EDUCATION,B,11222,19.84,0,0.46,N,8
28,32488,RENT,2.8,PERSONAL,A,3815,5.0,1,0.12,N,17
67,21680,RENT,6.2,HOMEIMPROVEMENT,C,1893,12.88,1,0.09,N,27
48,83660,RENT,10.1,EDUCATION,B,28168,12.18,0,0.34,N,19
32,80160,OWN,18.6,EDUCATION,A,11437,15.29,0,0.14,N,6
26,112056,RENT,15.2,DEBTCONSOLIDATION,C,17604,10.57,0,0.16,N,14
40,34549,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4826,20.76,1,0.14,N,8
36,39008,RENT,2.7,DEBTCONSOLIDATION,A,4097,6.15,1,0.11,N,11
26,22663,RENT,0.6,PERSONAL,A,38227,17.78,1,1.5,N,14
52,72895,MORTGAGE,1.4,DEBTCONSOLIDATION,C,24520,22.0,1,0.34,N,10
38,7421,RENT,10.7,EDUCATION,A,28841,5.86,0,1.5,N,17
26,24886,OWN,2.2,PERSONAL,E,4380,25.0,1,0.18,N,12
45,74603,OWN,4.8,EDUCATION,B,13350,18.27,1,0.18,N,26
63,29840,RENT,5.5,MEDICAL,A,21748,19.49,0,0.73,Y,4
68,21529,OWN,7.6,PERSONAL,D,15643,17.2,1,0.73,N,19
24,17901,RENT,1.0,MEDICAL,C,23557,9.68,1,1.32,N,27
33,15145,MORTGAGE,1.8,HOMEIMPROVEMENT,B,8981,22.24,1,0.59,N,17
33,21765,RENT,3.0,EDUCATION,B,33200,19.8,1,1.5,N,5
50,47607,RENT,2.3,EDUCATION,A,6743,5.0,0,0.14,Y,29
21,34682,RENT,20.3,EDUCATION,C,39560,23.79,1,1.14,N,30
21,87501,RENT,9.0,DEBTCONSOLIDATION,B,16244,22.97,0,0.19,N,24
56,7768,OWN,3.3,PERSONAL,D,25470,14.11,0,1.5,N,14
57,19248,MORTGAGE,10.6,EDUCATION,C,875,5.2,1,0.05,N,7
34,10794,OWN,2.1,EDUCATION,C,39513,16.05,0,1.5,N,3
54,17686,RENT,7.7,DEBTCONSOLIDATION,D,39014,25.0,0,1.5,N,5
56,19917,MORTGAGE,1.3,PERSONAL,C,21761,7.49,1,1.09,N,5
69,48175,RENT,7.4,EDUCATION,B,19023,15.81,1,0.39,N,8
46,52871,OWN,3.0,EDUCATION,B,18858,18.64,0,0.36,N,22
69,50049,OWN,0.6,DEBTCONSOLIDATION,A,5001,5.0,0,0.1,N,3
53,62008,RENT,1.6,EDUCATION,D,23048,17.27,1,0.37,N,23
55,68771,MORTGAGE,2.6,VENTURE,D,23046,8.78,1,0.34,Y,1
56,45438,RENT,6.9,PERSONAL,A,27276,13.16,0,0.6,N,2
67,58842,OWN,0.4,DEBTCONSOLIDATION,E,31071,17.84,0,0.53,N,7
54,27290,OWN,5.4,MEDICAL,C,25488,10.29,1,0.93,N,15
69,9360,MORTGAGE,6.3,VENTURE,B,6845,21.06,1,0.73,N,14
52,18784,MORTGAGE,5.3,EDUCATION,A,14974,9.64,0,0.8,N,13
24,85752,RENT,7.1,EDUCATION,B,39423,18.0,1,0.46,N,12
44,12435,OWN,1.0,EDUCATION,C,23162,20.81,1,1.5,N,29
45,24799,RENT,4.4,VENTURE,A,15771,5.57,1,0.64,N,18
39,10430,RENT,14.2,DEBTCONSOLIDATION,B,18262,6.38,1,1.5,N,2
31,64713,MORTGAGE,4.7,EDUCATION,F,24019,11.16,0,0.37,N,26
24,32209,MORTGAGE,4.7,DEBTCONSOLIDATION,D,32522,13.12,0,1.01,N,7
54,25291,MORTGAGE,6.7,PERSONAL,C,1210,21.32,1,0.05,N,10
39,5000,RENT,2.0,DEBTCONSOLIDATION,C,28526,20.46,1,1.5,N,20
22,33642,MORTGAGE,6.0,EDUCATION,A,24345,19.44,1,0.72,N,25
19,70456,MORTGAGE,12.4,EDUCATION,F,5392,25.0,1,0.08,N,23
44,53777,RENT,0.1,MEDICAL,E,36495,9.48,0,0.68,N,26
38,19327,RENT,10.2,VENTURE,C,17614,12.71,1,0.91,N,10
55,14989,OWN,1.2,VENTURE,A,23304,5.0,1,1.5,N,6
32,36221,OWN,3.0,MEDICAL,A,39460,5.0,1,1.09,N,4
38,7297,MORTGAGE,9.6,MEDICAL,A,18351,11.57,1,1.5,N,8
27,49058,RENT,8.7,PERSONAL,C,34826,12.2,0,0.71,N,13
40,11659,OWN,11.1,EDUCATION,A,38525,13.17,0,1.5,N,5
56,15686,OWN,14.1,EDUCATION,C,17113,6.32,1,1.09,N,8
22,15262,RENT,3.0,MEDICAL,C,23865,16.77,1,1.5,N,28
18,55302,MORTGAGE,5.3,MEDICAL,A,6024,5.0,1,0.11,N,8
30,14050,RENT,2.5,VENTURE,D,3374,15.47,1,0.24,N,29
38,15481,RENT,2.2,VENTURE,A,7457,9.05,1,0.48,N,27
43,91226,RENT,2.8,EDUCATION,D,19576,11.48,0,0.21,Y,9
67,51476,RENT,6.8,HOMEIMPROVEMENT,B,29698,10.24,0,0.58,N,14
62,36193,OWN,3.5,PERSONAL,B,11761,5.0,0,0.32,N,29
38,35994,MORTGAGE,8.4,VENTURE,A,38492,8.48,0,1.07,N,28
70,5000,RENT,6.8,PERSONAL,F,27974,12.57,0,1.5,N,11
35,39306,RENT,0.1,VENTURE,C,28483,23.43,0,0.72,N,25
54,79299,RENT,5.0,MEDICAL,B,13211,5.49,0,0.17,N,23
62,15466,OWN,2.9,EDUCATION,A,10590,21.06,0,0.68,N,10
49,11195,MORTGAGE,3.0,VENTURE,C,33271,14.83,0,1.5,N,7
53,7448,OWN,8.5,PERSONAL,B,13256,14.26,1,1.5,N,13
34,41526,OWN,4.0,EDUCATION,F,5259,25.0,1,0.13,N,22
52,50357,OWN,10.8,VENTURE,F,28701,24.91,1,0.57,N,9
66,52340,RENT,6.2,HOMEIMPROVEMENT,D,37901,11.74,1,0.72,N,8
28,20622,OWN,4.0,EDUCATION,F,7861,11.51,1,0.38,N,17
38,71286,OWN,7.0,EDUCATION,A,3067,17.57,1,0.04,Y,24
69,5000,OWN,0.2,MEDICAL,B,10677,6.59,1,1.5,N,14
70,18637,MORTGAGE,0.1,VENTURE,B,36417,15.97,1,1.5,Y,18
43,23589,OWN,0.4,EDUCATION,A,24711,20.85,1,1.05,N,9
21,52248,OWN,2.9,DEBTCONSOLIDATION,F,33077,21.99,1,0.63,Y,22
51,7668,MORTGAGE,1.3,MEDICAL,A,1857,7.71,1,0.24,N,21
69,33177,MORTGAGE,20.8,PERSONAL,E,23112,12.58,1,0.7,N,23
65,63908,OWN,3.9,EDUCATION,D,22499,7.54,1,0.35,N,27
35,57023,RENT,5.4,MEDICAL,B,26650,16.46,1,0.47,Y,29
57,19368,RENT,1.6,VENTURE,A,2105,13.16,1,0.11,Y,15
52,45338,OWN,1.9,EDUCATION,A,7784,11.23,1,0.17,N,16
58,20849,RENT,2.0,DEBTCONSOLIDATION,A,28062,5.88,1,1.35,N,20
46,21473,RENT,6.0,EDUCATION,B,18236,8.73,1,0.85,Y,9
69,28382,RENT,3.2,MEDICAL,B,4234,23.17,1,0.15,N,10
46,96808,OWN,3.6,PERSONAL,C,8031,5.41,1,0.08,Y,14
55,94467,RENT,4.5,DEBTCONSOLIDATION,D,33686,14.27,0,0.36,N,12
59,62488,RENT,7.3,HOMEIMPROVEMENT,B,18991,5.0,0,0.3,N,8
38,11823,RENT,0.5,PERSONAL,A,6806,5.83,1,0.58,N,17
59,61896,OWN,7.5,DEBTCONSOLIDATION,D,4791,25.0,1,0.08,N,17
30,28537,RENT,4.1,EDUCATION,B,15460,6.99,0,0.54,N,19
66,49522,RENT,5.5,VENTURE,B,9596,16.02,1,0.19,Y,24
58,17820,OWN,2.0,HOMEIMPROVEMENT,D,35494,13.94,1,1.5,N,24
34,55004,OWN,2.6,VENTURE,E,13112,21.66,1,0.24,N,18
26,56814,RENT,1.3,DEBTCONSOLIDATION,E,17662,25.0,0,0.31,N,13
58,36908,OWN,19.4,DEBTCONSOLIDATION,A,23142,7.73,0,0.63,N,17
18,50567,RENT,3.4,DEBTCONSOLIDATION,C,31576,6.57,1,0.62,N,4
19,49627,OWN,27.7,PERSONAL,A,28314,6.08,1,0.57,Y,30
65,19030,RENT,3.4,EDUCATION,F,14950,19.78,1,0.79,N,18
46,82319,RENT,1.2,VENTURE,A,12171,12.3,0,0.15,N,21
50,24780,OWN,3.5,VENTURE,A,2349,20.84,1,0.09,N,30
27,7227,OWN,0.2,MEDICAL,E,35211,9.32,1,1.5,Y,28
67,80545,RENT,11.8,PERSONAL,F,13361,25.0,1,0.17,N,23
57,35143,RENT,8.5,HOMEIMPROVEMENT,C,24718,6.45,1,0.7,N,10
38,55310,MORTGAGE,6.5,DEBTCONSOLIDATION,A,2320,5.0,0,0.04,N,27
45,33616,OWN,4.7,EDUCATION,B,9132,17.08,0,0.27,N,28
28,7848,RENT,4.3,EDUCATION,D,30384,25.0,1,1.5,N,10
51,25202,OWN,28.6,PERSONAL,C,1068,10.75,0,0.04,N,5
25,33653,RENT,1.6,EDUCATION,A,810,7.39,1,0.02,Y,1
39,56826,RENT,7.6,VENTURE,A,35175,14.35,1,0.62,N,14
25,36789,RENT,4.4,DEBTCONSOLIDATION,E,10399,24.53,0,0.28,N,10
66,25161,RENT,18.6,PERSONAL,C,3955,22.38,0,0.16,N,28
32,26577,RENT,8.8,MEDICAL,D,5002,11.99,0,0.19,N,5
34,54191,RENT,32.6,VENTURE,B,17464,18.8,1,0.32,N,22
40,59536,RENT,4.4,EDUCATION,C,7362,11.14,0,0.12,N,9
41,13583,RENT,1.1,MEDICAL,F,4555,21.9,1,0.34,N,29
62,35629,RENT,3.5,VENTURE,B,27720,7.82,0,0.78,N,17
36,58435,RENT,6.2,HOMEIMPROVEMENT,C,18744,7.92,1,0.32,N,19
22,95785,OWN,7.4,MEDICAL,A,12376,20.71,1,0.13,N,27
49,79437,RENT,0.0,VENTURE,A,3791,12.94,1,0.05,N,5
61,8661,OWN,3.5,EDUCATION,D,28307,7.09,1,1.5,N,1
18,32606,RENT,1.3,EDUCATION,D,3443,22.87,1,0.11,N,30
40,8453,RENT,10.4,PERSONAL,C,12719,18.82,0,1.5,N,7
54,90952,OWN,0.8,EDUCATION,A,27453,8.52,0,0.3,N,1
25,38994,MORTGAGE,5.5,PERSONAL,A,23527,11.28,1,0.6,N,10
30,59339,RENT,1.5,EDUCATION,E,18774,18.0,0,0.32,N,26
25,14902,RENT,2.2,VENTURE,B,29661,9.5,1,1.5,N,3
40,19446,OWN,14.1,VENTURE,D,8971,25.0,1,0.46,Y,27
60,43153,MORTGAGE,1.4,PERSONAL,B,34122,14.88,1,0.79,N,17
18,75275,MORTGAGE,0.5,EDUCATION,E,31030,25.0,1,0.41,N,25
62,5448,RENT,0.4,MEDICAL,E,5783,20.71,0,1.06,N,28
68,69423,RENT,3.5,EDUCATION,A,30176,15.8,0,0.43,N,23
41,39302,OWN,5.1,EDUCATION,D,17281,7.59,1,0.44,Y,10
52,5000,OWN,2.0,VENTURE,A,15927,12.24,1,1.5,N,9
41,54453,OWN,5.9,PERSONAL,A,29599,16.43,1,0.54,Y,9
34,56789,MORTGAGE,0.3,EDUCATION,B,4003,6.44,0,0.07,N,11
22,34311,OWN,9.7,PERSONAL,C,33117,18.57,1,0.97,N,13
37,21068,RENT,8.5,PERSONAL,B,21354,5.69,1,1.01,Y,27
38,16081,RENT,21.2,DEBTCONSOLIDATION,C,12563,21.14,1,0.78,N,9
57,46422,OWN,13.8,EDUCATION,A,24043,21.56,1,0.52,N,26
48,9506,RENT,2.2,MEDICAL,A,33899,14.53,0,1.5,N,21
63,85101,RENT,2.5,VENTURE,C,16772,6.54,0,0.2,N,12
53,16289,RENT,6.9,PERSONAL,C,13484,16.74,1,0.83,N,7
28,64940,RENT,0.7,EDUCATION,C,1427,19.82,0,0.02,N,22
69,55634,RENT,1.9,HOMEIMPROVEMENT,C,16587,23.66,1,0.3,Y,22
32,42283,MORTGAGE,0.6,DEBTCONSOLIDATION,E,26741,9.91,0,0.63,Y,3
